flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_hours,route,flight_date
6F114,IndiGo,BOM,MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,0 days 00:50:00,0.8333333333333334,BOM → MAA,2026-04-20
SJ179,SpiceJet,DEL,HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,0 days 03:30:00,3.5,DEL → HYD,2026-04-20
6F190,IndiGo,DEL,MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,0 days 04:34:00,4.566666666666666,DEL → MAA,2026-04-20
SJ003,SpiceJet,MAA,CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,0 days 00:42:00,0.7,MAA → CCU,2026-04-20
6F028,IndiGo,HYD,CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,0 days 02:00:00,2.0,HYD → CCU,2026-04-20
UK036,Vistara,CCU,BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,0 days 04:24:00,4.4,CCU → BLR,2026-04-20
SJ160,SpiceJet,MAA,BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,0 days 00:45:00,0.75,MAA → BLR,2026-04-20
6F151,IndiGo,CCU,HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,0 days 02:20:00,2.3333333333333335,CCU → HYD,2026-04-20
UK140,Vistara,MAA,BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,0 days 01:23:00,1.3833333333333333,MAA → BLR,2026-04-20
AI115,Air India,MAA,BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,0 days 04:49:00,4.816666666666666,MAA → BLR,2026-04-20
AI132,Air India,BLR,BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,0 days 02:09:00,2.15,BLR → BOM,2026-04-20
UK209,Vistara,MAA,BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,0 days 02:45:00,2.75,MAA → BLR,2026-04-20
SJ043,SpiceJet,MAA,DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,0 days 02:09:00,2.15,MAA → DEL,2026-04-20
UK176,Vistara,HYD,BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,0 days 04:08:00,4.133333333333334,HYD → BLR,2026-04-20
UK216,Vistara,MAA,HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,0 days 03:14:00,3.2333333333333334,MAA → HYD,2026-04-20
UK150,Vistara,DEL,CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,0 days 00:30:00,0.5,DEL → CCU,2026-04-20
UK145,Vistara,BOM,HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,0 days 02:11:00,2.183333333333333,BOM → HYD,2026-04-20
6F270,IndiGo,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,0 days 00:48:00,0.8,HYD → MAA,2026-04-20
6F012,IndiGo,CCU,HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,0 days 03:25:00,3.4166666666666665,CCU → HYD,2026-04-20
SJ236,SpiceJet,MAA,BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,0 days 03:59:00,3.9833333333333334,MAA → BOM,2026-04-20
6F149,IndiGo,BLR,CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,0 days 02:45:00,2.75,BLR → CCU,2026-04-20
UK004,Vistara,BOM,CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,0 days 00:34:00,0.5666666666666667,BOM → CCU,2026-04-20
UK010,Vistara,MAA,HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,0 days 02:47:00,2.783333333333333,MAA → HYD,2026-04-20
UK215,Vistara,BOM,DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,0 days 02:12:00,2.2,BOM → DEL,2026-04-20
SJ116,SpiceJet,HYD,CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,0 days 01:29:00,1.4833333333333334,HYD → CCU,2026-04-20
SJ023,SpiceJet,HYD,MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,0 days 01:42:00,1.7,HYD → MAA,2026-04-20
UK152,Vistara,BOM,CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,0 days 02:49:00,2.816666666666667,BOM → CCU,2026-04-20
SJ202,SpiceJet,CCU,HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,0 days 01:47:00,1.7833333333333334,CCU → HYD,2026-04-20
6F043,IndiGo,BOM,HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,0 days 01:26:00,1.4333333333333333,BOM → HYD,2026-04-20
UK173,Vistara,MAA,BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,0 days 04:16:00,4.266666666666667,MAA → BLR,2026-04-20
SJ081,SpiceJet,BOM,BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,0 days 01:49:00,1.8166666666666667,BOM → BLR,2026-04-20
UK153,Vistara,CCU,HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,0 days 04:01:00,4.016666666666667,CCU → HYD,2026-04-20
UK187,Vistara,BLR,BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,0 days 01:50:00,1.8333333333333333,BLR → BOM,2026-04-20
UK055,Vistara,HYD,DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,0 days 02:43:00,2.716666666666667,HYD → DEL,2026-04-20
UK181,Vistara,MAA,DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,0 days 02:42:00,2.7,MAA → DEL,2026-04-20
UK074,Vistara,BOM,DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,0 days 01:57:00,1.95,BOM → DEL,2026-04-20
SJ068,SpiceJet,BLR,BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,0 days 02:04:00,2.066666666666667,BLR → BOM,2026-04-20
AI242,Air India,BLR,CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,0 days 01:02:00,1.0333333333333334,BLR → CCU,2026-04-20
SJ237,SpiceJet,BOM,CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,0 days 02:28:00,2.466666666666667,BOM → CCU,2026-04-20
6F194,IndiGo,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,0 days 01:58:00,1.9666666666666666,BOM → CCU,2026-04-20
UK063,Vistara,DEL,BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,0 days 01:12:00,1.2,DEL → BOM,2026-04-20
UK068,Vistara,BLR,MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,0 days 01:41:00,1.6833333333333333,BLR → MAA,2026-04-20
UK224,Vistara,CCU,MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,0 days 03:59:00,3.9833333333333334,CCU → MAA,2026-04-20
UK077,Vistara,HYD,BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,0 days 01:38:00,1.6333333333333333,HYD → BOM,2026-04-20
UK207,Vistara,MAA,CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,0 days 01:15:00,1.25,MAA → CCU,2026-04-20
AI221,Air India,MAA,HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,0 days 02:36:00,2.6,MAA → HYD,2026-04-20
UK109,Vistara,BLR,BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,0 days 01:00:00.298000,1.0000827777777777,BLR → BOM,2026-04-20
UK089,Vistara,BOM,HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,0 days 04:12:00,4.2,BOM → HYD,2026-04-20
AI072,Air India,BLR,CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,0 days 00:58:00,0.9666666666666667,BLR → CCU,2026-04-20
UK131,Vistara,BOM,DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,0 days 04:06:00,4.1,BOM → DEL,2026-04-20
SJ150,SpiceJet,BOM,HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,0 days 03:30:00,3.5,BOM → HYD,2026-04-20
6F097,IndiGo,BLR,BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,0 days 01:17:00,1.2833333333333334,BLR → BOM,2026-04-20
6F123,IndiGo,DEL,HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,0 days 01:46:00,1.7666666666666666,DEL → HYD,2026-04-20
6F017,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,0 days 02:41:00,2.683333333333333,CCU → BOM,2026-04-20
6F245,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,0 days 02:41:00,2.683333333333333,CCU → BOM,2026-04-20
6F180,IndiGo,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,0 days 04:24:00,4.4,MAA → BLR,2026-04-20
6F152,IndiGo,CCU,DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,0 days 02:04:00,2.066666666666667,CCU → DEL,2026-04-20
SJ034,SpiceJet,MAA,BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,0 days 04:51:00,4.85,MAA → BOM,2026-04-20
SJ142,SpiceJet,CCU,BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,0 days 01:42:00,1.7,CCU → BOM,2026-04-20
UK189,Vistara,BLR,MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,0 days 03:44:00,3.7333333333333334,BLR → MAA,2026-04-20
SJ044,SpiceJet,DEL,CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,0 days 02:37:00,2.6166666666666667,DEL → CCU,2026-04-20
SJ196,SpiceJet,DEL,HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,0 days 02:46:00,2.7666666666666666,DEL → HYD,2026-04-20
6F188,IndiGo,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,0 days 04:42:00,4.7,DEL → HYD,2026-04-20
6F181,IndiGo,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,0 days 01:48:00,1.8,BOM → MAA,2026-04-20
6F077,IndiGo,CCU,DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,0 days 04:18:00,4.3,CCU → DEL,2026-04-20
SJ154,SpiceJet,BLR,HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,0 days 01:39:00,1.65,BLR → HYD,2026-04-20
AI025,Air India,HYD,DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,0 days 02:25:00,2.4166666666666665,HYD → DEL,2026-04-20
AI094,Air India,DEL,BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,0 days 01:00:00.298000,1.0000827777777777,DEL → BLR,2026-04-20
6F191,IndiGo,BLR,DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,0 days 00:30:00,0.5,BLR → DEL,2026-04-20
SJ085,SpiceJet,BLR,MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,0 days 04:30:00,4.5,BLR → MAA,2026-04-20
6F261,IndiGo,CCU,DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,0 days 02:58:00,2.966666666666667,CCU → DEL,2026-04-20
6F129,IndiGo,DEL,CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,0 days 02:19:00,2.316666666666667,DEL → CCU,2026-04-20
6F254,IndiGo,MAA,BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,0 days 03:35:00,3.5833333333333335,MAA → BLR,2026-04-20
SJ185,SpiceJet,BOM,CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,0 days 01:00:00,1.0,BOM → CCU,2026-04-20
6F030,IndiGo,BOM,DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,0 days 02:50:00,2.8333333333333335,BOM → DEL,2026-04-20
SJ222,SpiceJet,BOM,DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,0 days 02:54:00,2.9,BOM → DEL,2026-04-20
6F259,IndiGo,BOM,DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,0 days 01:11:00,1.1833333333333333,BOM → DEL,2026-04-20
UK083,Vistara,DEL,HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,0 days 00:49:00,0.8166666666666667,DEL → HYD,2026-04-20
6F051,IndiGo,BLR,BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,0 days 02:00:00,2.0,BLR → BOM,2026-04-20
SJ088,SpiceJet,CCU,MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,0 days 00:32:00,0.5333333333333333,CCU → MAA,2026-04-20
6F146,IndiGo,HYD,MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,0 days 01:16:00,1.2666666666666666,HYD → MAA,2026-04-20
6F047,IndiGo,MAA,DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,0 days 02:05:00,2.0833333333333335,MAA → DEL,2026-04-20
AI077,Air India,CCU,HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,0 days 01:06:00,1.1,CCU → HYD,2026-04-20
UK134,Vistara,HYD,CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,0 days 03:42:00,3.7,HYD → CCU,2026-04-20
AI056,Air India,DEL,MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,0 days 03:55:00,3.9166666666666665,DEL → MAA,2026-04-20
UK141,Vistara,HYD,MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,0 days 02:21:00,2.35,HYD → MAA,2026-04-20
AI030,Air India,CCU,HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,0 days 03:19:00,3.316666666666667,CCU → HYD,2026-04-20
AI029,Air India,MAA,DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,0 days 04:24:00,4.4,MAA → DEL,2026-04-20
SJ167,SpiceJet,MAA,CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,0 days 00:54:00,0.9,MAA → CCU,2026-04-20
UK017,Vistara,BLR,HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,0 days 01:35:00,1.5833333333333333,BLR → HYD,2026-04-20
6F229,IndiGo,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,0 days 01:20:00,1.3333333333333333,MAA → DEL,2026-04-20
SJ117,SpiceJet,MAA,BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,0 days 03:56:00,3.933333333333333,MAA → BLR,2026-04-20
6F184,IndiGo,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,0 days 02:59:00,2.9833333333333334,MAA → BOM,2026-04-20
AI031,Air India,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,0 days 03:06:00,3.1,DEL → MAA,2026-04-20
AI178,Air India,CCU,BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,0 days 00:59:00,0.9833333333333333,CCU → BLR,2026-04-20
SJ089,SpiceJet,HYD,CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,0 days 04:33:00,4.55,HYD → CCU,2026-04-20
UK166,Vistara,HYD,MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,0 days 04:53:00,4.883333333333334,HYD → MAA,2026-04-20
UK104,Vistara,DEL,BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,0 days 01:22:00,1.3666666666666667,DEL → BOM,2026-04-20
6F168,IndiGo,HYD,DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,0 days 03:40:00,3.6666666666666665,HYD → DEL,2026-04-20
AI222,Air India,BOM,DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,0 days 01:04:00,1.0666666666666667,BOM → DEL,2026-04-20
SJ025,SpiceJet,BOM,CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,0 days 03:27:00,3.45,BOM → CCU,2026-04-20
6F255,IndiGo,DEL,BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,0 days 03:34:00,3.566666666666667,DEL → BOM,2026-04-20
UK228,Vistara,DEL,MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,0 days 03:10:00,3.1666666666666665,DEL → MAA,2026-04-20
6F158,IndiGo,CCU,MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,0 days 04:06:00,4.1,CCU → MAA,2026-04-20
SJ218,SpiceJet,DEL,HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,0 days 03:05:00,3.0833333333333335,DEL → HYD,2026-04-20
6F034,IndiGo,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,0 days 00:56:00,0.9333333333333333,BOM → DEL,2026-04-20
UK156,Vistara,MAA,BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,0 days 04:04:00,4.066666666666666,MAA → BLR,2026-04-20
6F105,IndiGo,BLR,BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,0 days 01:12:00,1.2,BLR → BOM,2026-04-20
6F073,IndiGo,DEL,CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,0 days 03:40:00,3.6666666666666665,DEL → CCU,2026-04-20
SJ074,SpiceJet,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,0 days 00:41:00,0.6833333333333333,DEL → CCU,2026-04-20
6F234,IndiGo,BOM,DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,0 days 02:51:00,2.85,BOM → DEL,2026-04-20
6F068,IndiGo,BLR,HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,0 days 03:49:00,3.816666666666667,BLR → HYD,2026-04-20
6F074,IndiGo,HYD,BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,0 days 03:20:00,3.3333333333333335,HYD → BOM,2026-04-20
AI038,Air India,HYD,MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,0 days 04:39:00,4.65,HYD → MAA,2026-04-20
AI079,Air India,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,0 days 02:15:00,2.25,CCU → BLR,2026-04-20
SJ018,SpiceJet,BOM,CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,0 days 02:33:00,2.55,BOM → CCU,2026-04-20
6F018,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,0 days 00:46:00,0.7666666666666667,DEL → BLR,2026-04-20
AI091,Air India,CCU,MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,0 days 04:23:00,4.383333333333334,CCU → MAA,2026-04-20
UK071,Vistara,DEL,HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,0 days 03:16:00,3.2666666666666666,DEL → HYD,2026-04-20
AI019,Air India,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,0 days 01:02:00,1.0333333333333334,BOM → CCU,2026-04-20
UK212,Vistara,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,0 days 00:45:00,0.75,HYD → MAA,2026-04-20
AI146,Air India,BLR,DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,0 days 03:06:00,3.1,BLR → DEL,2026-04-20
6F232,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,0 days 01:43:00,1.7166666666666666,MAA → BLR,2026-04-20
6F084,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,0 days 01:00:00.298000,1.0000827777777777,CCU → HYD,2026-04-20
AI129,Air India,BOM,CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,0 days 03:09:00,3.15,BOM → CCU,2026-04-20
AI240,Air India,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,0 days 02:27:00,2.45,MAA → DEL,2026-04-20
6F091,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,0 days 01:26:00,1.4333333333333333,BLR → CCU,2026-04-20
UK133,Vistara,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,0 days 03:12:00,3.2,BOM → DEL,2026-04-20
